RPM,COOLANT_TEMP,MAF,THROTTLE_POS,INTAKE_TEMP,TIMING_ADVANCE,ENGINE_LOAD,ELM_VOLTAGE,SPEED,O2_S1_WR_CURRENT,O2_S5_WR_CURRENT,O2_B1S2,O2_B2S2,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_2
1013.0,40,10.5,15.686274509803921,31,-4.0,42.745098039215684,13.6,0.0,-0.03515625,-0.01171875,0.44,0.44,2.34375,1.5625,3.125,-2.34375
1015.0,41,10.5,15.294117647058824,31,-3.0,42.35294117647059,13.6,0.0,-0.02734375,-0.01953125,0.44,0.44,1.5625,1.5625,3.125,-2.34375
1006.25,41,10.25,15.294117647058824,31,-3.0,42.745098039215684,13.6,0.0,-0.02734375,-0.015625,0.44,0.44,1.5625,1.5625,3.125,-2.34375
1019.75,41,10.5,15.686274509803921,31,-4.0,42.745098039215684,13.6,0.0,0.01171875,-0.01171875,0.44,0.44,2.34375,1.5625,3.125,-2.34375
1009.5,42,10.5,15.686274509803921,31,-3.0,43.13725490196079,13.6,0.0,-0.0078125,-0.01953125,0.44,0.445,3.125,1.5625,3.90625,-2.34375
1009.5,42,10.25,15.294117647058824,31,-3.0,42.35294117647059,13.6,0.0,-0.01953125,-0.0234375,0.44,0.44,2.34375,1.5625,3.125,-2.34375
1014.25,42,10.25,15.294117647058824,31,-4.0,42.35294117647059,13.6,0.0,-0.03515625,-0.015625,0.44,0.44,2.34375,1.5625,3.125,-2.34375
1011.25,42,10.25,15.294117647058824,31,-4.0,41.96078431372549,13.6,0.0,0.0078125,0.02734375,0.44,0.44,3.125,1.5625,4.6875,-2.34375
1005.0,42,10.25,15.294117647058824,31,-4.5,42.35294117647059,13.6,0.0,-0.0234375,-0.0078125,0.44,0.44,3.125,1.5625,4.6875,-2.34375
989.75,42,10.25,15.294117647058824,31,-4.5,42.745098039215684,13.6,0.0,-0.0390625,-0.0546875,0.44,0.44,2.34375,1.5625,3.90625,-2.34375
1014.25,43,10.25,15.294117647058824,31,-4.5,42.35294117647059,13.6,0.0,-0.00390625,-0.0234375,0.445,0.44,2.34375,1.5625,3.90625,-2.34375
997.25,43,10.25,15.294117647058824,31,-5.5,43.13725490196079,13.6,0.0,-0.01171875,-0.01953125,0.44,0.445,2.34375,1.5625,3.90625,-2.34375
993.0,43,10.0,15.294117647058824,31,-5.5,42.745098039215684,13.6,0.0,-0.0078125,-0.02734375,0.44,0.445,2.34375,1.5625,3.125,-2.34375
990.5,43,10.25,15.294117647058824,31,-5.5,43.13725490196079,13.6,0.0,-0.0078125,0.0078125,0.44,0.44,2.34375,1.5625,3.90625,-2.34375
999.0,44,10.25,15.294117647058824,31,-4.5,42.745098039215684,13.6,0.0,-0.02734375,-0.015625,0.44,0.44,2.34375,1.5625,3.90625,-2.34375
994.75,44,10.25,15.294117647058824,31,-5.5,43.13725490196079,13.6,0.0,-0.0078125,-0.0390625,0.44,0.44,2.34375,1.5625,3.90625,-2.34375
1000.75,44,10.25,15.294117647058824,31,-5.5,43.13725490196079,13.6,0.0,-0.01953125,-0.0078125,0.445,0.445,2.34375,1.5625,3.90625,-2.34375
990.5,45,10.25,15.294117647058824,31,-4.5,43.529411764705884,13.6,0.0,-0.0234375,-0.02734375,0.44,0.445,2.34375,1.5625,3.90625,-2.34375
991.75,45,10.5,15.686274509803921,31,-5.5,43.529411764705884,13.6,0.0,-0.01171875,0.0078125,0.445,0.445,2.34375,1.5625,3.90625,-2.34375
980.75,45,10.5,15.294117647058824,31,-5.5,44.31372549019608,13.6,0.0,-0.01171875,-0.046875,0.44,0.44,2.34375,1.5625,3.125,-2.34375
996.0,45,10.25,15.294117647058824,31,-4.5,43.92156862745098,13.6,0.0,-0.03125,-0.03125,0.44,0.44,1.5625,1.5625,1.5625,-2.34375
980.0,45,10.25,15.294117647058824,31,-4.0,43.529411764705884,13.6,0.0,-0.02734375,-0.015625,0.44,0.445,1.5625,1.5625,1.5625,-2.34375
993.5,45,10.25,15.294117647058824,31,-4.0,43.529411764705884,13.6,0.0,-0.0078125,-0.00390625,0.44,0.44,0.78125,1.5625,1.5625,-2.34375
994.25,45,10.25,15.294117647058824,31,-4.0,43.529411764705884,13.6,0.0,0.00390625,0.01171875,0.445,0.44,1.5625,1.5625,1.5625,-2.34375
993.0,45,10.0,15.294117647058824,31,-4.5,43.13725490196079,13.6,0.0,-0.015625,-0.00390625,0.44,0.445,1.5625,1.5625,2.34375,-2.34375
985.5,46,10.25,15.294117647058824,31,-4.0,43.13725490196079,13.6,0.0,0.00390625,0.01171875,0.445,0.44,1.5625,1.5625,3.125,-2.34375
977.75,46,10.0,15.294117647058824,31,-4.5,42.35294117647059,13.6,0.0,-0.01171875,-0.01953125,0.44,0.445,1.5625,1.5625,2.34375,-2.34375
985.5,46,10.0,15.294117647058824,31,-4.0,42.745098039215684,13.6,0.0,-0.01953125,-0.01171875,0.44,0.445,0.78125,1.5625,1.5625,-2.34375
991.75,47,10.0,15.294117647058824,31,-4.0,42.745098039215684,13.6,0.0,-0.01171875,-0.01171875,0.44,0.44,1.5625,1.5625,1.5625,-2.34375
962.5,47,9.75,15.294117647058824,31,-4.0,42.745098039215684,13.6,0.0,-0.01953125,0.00390625,0.44,0.445,0.78125,1.5625,1.5625,-2.34375
970.25,47,9.75,15.294117647058824,31,-4.0,42.35294117647059,13.6,0.0,-0.00390625,-0.015625,0.44,0.445,0.78125,1.5625,1.5625,-2.34375
964.75,47,9.75,15.294117647058824,31,-4.0,42.745098039215684,13.6,0.0,0.0,-0.00390625,0.44,0.44,0.78125,1.5625,1.5625,-2.34375
971.0,48,10.0,15.294117647058824,31,-4.5,42.745098039215684,13.6,0.0,-0.0078125,-0.015625,0.44,0.44,0.78125,1.5625,1.5625,-2.34375
974.0,48,9.5,14.901960784313726,31,-4.0,42.35294117647059,13.6,0.0,0.0,-0.01953125,0.445,0.44,0.78125,1.5625,1.5625,-2.34375
955.75,48,9.75,15.294117647058824,31,-4.0,42.35294117647059,13.6,0.0,-0.0234375,-0.00390625,0.44,0.44,0.78125,1.5625,1.5625,-2.34375
950.75,48,9.5,14.901960784313726,31,-4.0,42.745098039215684,13.6,0.0,-0.0078125,-0.00390625,0.44,0.445,0.78125,1.5625,1.5625,-2.34375
937.5,48,9.5,14.901960784313726,31,-4.5,43.13725490196079,13.6,0.0,0.00390625,-0.01171875,0.44,0.445,0.78125,1.5625,1.5625,-2.34375
950.75,48,9.5,14.901960784313726,31,-4.0,43.13725490196079,13.6,0.0,0.0,-0.0234375,0.44,0.445,0.78125,1.5625,1.5625,-2.34375
953.25,48,9.25,14.901960784313726,31,-3.0,41.568627450980394,13.6,0.0,-0.03515625,-0.03515625,0.44,0.445,0.0,1.5625,0.78125,-2.34375
960.0,49,9.0,14.901960784313726,31,-2.5,40.3921568627451,13.6,0.0,-0.046875,-0.0546875,0.44,0.445,-0.78125,1.5625,-0.78125,-2.34375
941.75,49,8.5,13.72549019607843,31,0.0,36.07843137254902,13.6,0.0,-0.046875,-0.03515625,0.44,0.44,-3.125,1.5625,-3.125,-2.34375
954.5,49,6.25,13.72549019607843,31,12.0,28.235294117647058,13.6,0.0,-0.16796875,-0.125,0.445,0.44,-8.59375,1.5625,-7.8125,-2.34375
900.75,49,6.0,13.333333333333334,31,17.0,28.235294117647058,13.6,0.0,-0.03125,-0.015625,0.44,0.44,-9.375,1.5625,-7.03125,-2.34375
874.0,50,6.0,13.333333333333334,31,15.0,29.019607843137255,13.6,0.0,0.03515625,0.05078125,0.44,0.44,-7.8125,1.5625,-5.46875,-2.34375
848.25,50,5.75,13.333333333333334,31,11.0,29.80392156862745,13.6,0.0,0.05859375,0.046875,0.44,0.44,-5.46875,1.5625,-3.90625,-2.34375
832.5,50,5.75,13.333333333333334,31,11.0,30.19607843137255,13.6,0.0,0.03125,0.03125,0.44,0.44,-3.90625,1.5625,-2.34375,-2.34375
820.25,50,5.5,13.333333333333334,31,10.5,29.80392156862745,13.6,0.0,0.015625,0.00390625,0.44,0.445,-3.125,1.5625,-1.5625,-2.34375
784.25,51,5.25,13.333333333333334,31,11.0,29.41176470588235,13.6,0.0,-0.015625,-0.0078125,0.44,0.44,-3.125,1.5625,-1.5625,-2.34375
761.5,51,5.0,12.941176470588236,31,9.5,29.019607843137255,13.6,0.0,-0.01953125,-0.01953125,0.445,0.44,-3.125,1.5625,-1.5625,-2.34375
732.25,51,4.75,12.941176470588236,31,11.0,29.019607843137255,13.6,0.0,0.0,-0.015625,0.44,0.44,-3.125,1.5625,-1.5625,-2.34375
705.5,51,4.75,12.941176470588236,31,9.0,29.80392156862745,13.6,0.0,0.03125,0.02734375,0.445,0.44,-2.34375,1.5625,-0.78125,-2.34375
691.5,51,4.5,12.941176470588236,31,9.0,30.19607843137255,13.6,0.0,0.0546875,0.02734375,0.445,0.44,-0.78125,1.5625,0.0,-2.34375
684.0,51,4.75,12.941176470588236,31,8.0,30.58823529411765,13.6,0.0,0.03125,0.015625,0.445,0.44,0.78125,1.5625,0.78125,-2.34375
696.25,51,4.75,12.941176470588236,31,6.5,30.58823529411765,13.6,0.0,0.01953125,0.01171875,0.445,0.44,1.5625,1.5625,1.5625,-2.34375
683.5,51,4.75,12.941176470588236,31,8.0,30.58823529411765,13.6,0.0,0.0078125,0.00390625,0.44,0.44,1.5625,1.5625,1.5625,-2.34375
693.25,51,4.75,12.941176470588236,31,7.5,29.80392156862745,13.6,0.0,-0.01171875,-0.03515625,0.44,0.445,1.5625,1.5625,1.5625,-2.34375
690.25,51,4.75,12.941176470588236,31,8.0,30.19607843137255,13.6,0.0,-0.0078125,-0.0078125,0.44,0.44,1.5625,1.5625,1.5625,-2.34375
686.5,51,4.75,12.941176470588236,31,8.0,30.19607843137255,13.6,0.0,-0.01171875,-0.01953125,0.44,0.445,1.5625,1.5625,0.78125,-2.34375
683.5,51,4.75,12.941176470588236,31,7.5,30.58823529411765,13.6,0.0,-0.015625,0.0,0.445,0.44,1.5625,1.5625,1.5625,-2.34375
684.0,51,4.75,12.941176470588236,31,8.0,30.19607843137255,13.6,0.0,-0.00390625,0.00390625,0.445,0.44,1.5625,1.5625,2.34375,-2.34375
690.75,51,4.75,12.941176470588236,31,8.0,30.19607843137255,13.6,0.0,-0.0078125,0.0,0.44,0.44,1.5625,1.5625,2.34375,-2.34375
683.5,52,4.75,12.941176470588236,31,7.5,30.58823529411765,13.6,0.0,0.0,-0.01171875,0.44,0.44,1.5625,1.5625,2.34375,-2.34375
687.25,52,4.75,12.941176470588236,31,7.5,30.19607843137255,13.6,0.0,0.0078125,0.0078125,0.445,0.44,2.34375,1.5625,2.34375,-2.34375
690.75,52,4.75,12.941176470588236,31,8.0,30.19607843137255,13.6,0.0,-0.01171875,-0.00390625,0.44,0.445,2.34375,1.5625,2.34375,-2.34375
682.75,52,4.75,12.941176470588236,31,8.0,30.19607843137255,13.6,0.0,-0.01171875,-0.01953125,0.44,0.44,2.34375,1.5625,2.34375,-2.34375
685.25,52,4.75,12.941176470588236,31,7.5,30.19607843137255,13.6,0.0,-0.00390625,-0.00390625,0.44,0.445,2.34375,1.5625,2.34375,-2.34375
688.25,52,4.75,12.941176470588236,31,8.0,30.19607843137255,13.6,0.0,-0.015625,0.0,0.44,0.44,2.34375,1.5625,2.34375,-2.34375
688.25,52,4.75,12.941176470588236,31,8.0,30.19607843137255,13.6,0.0,-0.0078125,-0.01171875,0.44,0.445,2.34375,1.5625,2.34375,-2.34375
691.5,53,4.75,12.941176470588236,31,7.5,30.19607843137255,13.7,0.0,-0.01171875,-0.015625,0.44,0.445,2.34375,1.5625,2.34375,-2.34375
671.75,53,4.5,12.941176470588236,31,6.5,30.58823529411765,13.6,0.0,0.00390625,0.00390625,0.445,0.44,3.125,1.5625,2.34375,-2.34375
675.5,53,4.75,12.941176470588236,31,6.0,30.980392156862745,13.6,0.0,0.0,0.0078125,0.445,0.44,3.125,1.5625,3.125,-2.34375
681.0,53,4.75,12.941176470588236,31,6.0,30.58823529411765,13.6,0.0,-0.015625,-0.00390625,0.44,0.44,3.125,1.5625,3.125,-2.34375
675.0,53,4.5,12.941176470588236,31,6.5,30.980392156862745,13.6,0.0,-0.00390625,0.0,0.445,0.44,3.125,1.5625,3.125,-2.34375
675.0,53,4.75,12.941176470588236,31,7.5,30.58823529411765,13.5,0.0,-0.015625,-0.00390625,0.445,0.44,3.125,1.5625,3.125,-2.34375
677.25,53,4.75,12.941176470588236,31,5.0,30.58823529411765,13.6,0.0,-0.015625,-0.015625,0.44,0.44,3.125,1.5625,3.125,-2.34375
671.75,53,4.75,12.941176470588236,31,6.0,30.58823529411765,13.6,0.0,-0.01171875,-0.01171875,0.445,0.445,3.125,1.5625,3.125,-2.34375
677.25,53,4.75,12.941176470588236,31,6.5,30.980392156862745,13.6,0.0,0.0,-0.0078125,0.44,0.44,3.125,1.5625,3.125,-2.34375
678.0,53,4.75,12.941176470588236,31,6.0,30.58823529411765,13.6,0.0,-0.0234375,-0.0078125,0.44,0.44,2.34375,1.5625,3.125,-2.34375
676.75,54,4.75,12.941176470588236,31,6.0,30.58823529411765,13.6,0.0,-0.01171875,-0.00390625,0.44,0.44,3.125,1.5625,3.125,-2.34375
676.75,54,4.75,12.941176470588236,31,6.0,30.980392156862745,13.6,0.0,0.0,0.0,0.445,0.44,3.125,1.5625,3.125,-2.34375
676.25,54,4.75,12.941176470588236,31,8.0,30.58823529411765,13.6,0.0,-0.00390625,-0.01171875,0.44,0.445,3.125,1.5625,3.125,-2.34375
676.25,54,4.75,12.941176470588236,31,6.5,30.980392156862745,13.6,0.0,-0.00390625,0.0078125,0.44,0.44,3.125,1.5625,3.125,-2.34375
676.75,54,4.75,12.941176470588236,31,6.5,30.980392156862745,13.6,0.0,-0.0078125,-0.0078125,0.44,0.445,3.125,1.5625,3.125,-2.34375
683.5,54,4.75,12.941176470588236,31,5.0,30.980392156862745,13.6,0.0,0.00390625,-0.0078125,0.44,0.445,3.125,1.5625,3.125,-2.34375
682.25,54,4.75,12.941176470588236,31,5.0,30.980392156862745,13.6,0.0,-0.015625,-0.00390625,0.44,0.445,3.125,1.5625,3.90625,-2.34375
674.25,54,4.75,12.941176470588236,31,6.5,30.58823529411765,13.6,0.0,-0.015625,-0.00390625,0.44,0.445,3.125,1.5625,3.125,-2.34375
668.75,54,4.75,12.941176470588236,31,6.0,30.980392156862745,13.6,0.0,0.0,-0.00390625,0.44,0.44,3.125,1.5625,3.125,-2.34375
677.25,54,4.75,12.941176470588236,31,6.0,30.58823529411765,13.6,0.0,-0.01171875,-0.01171875,0.44,0.44,3.125,1.5625,3.125,-2.34375
676.75,54,4.75,12.941176470588236,31,6.0,30.58823529411765,13.6,0.0,-0.0078125,-0.01171875,0.44,0.44,3.125,1.5625,3.125,-2.34375
671.25,54,4.5,12.941176470588236,31,6.5,30.19607843137255,13.6,0.0,-0.01953125,-0.03515625,0.44,0.445,3.125,1.5625,3.125,-2.34375
681.75,54,4.75,12.941176470588236,31,6.0,30.58823529411765,13.6,0.0,-0.01171875,-0.02734375,0.44,0.44,3.125,1.5625,2.34375,-2.34375
676.75,54,4.75,12.941176470588236,31,6.5,30.980392156862745,13.7,0.0,-0.0078125,0.01171875,0.445,0.445,3.125,1.5625,3.125,-2.34375
675.0,54,4.75,12.941176470588236,31,6.0,30.58823529411765,13.6,0.0,-0.00390625,0.0078125,0.445,0.44,3.125,1.5625,3.125,-2.34375
687.75,54,4.75,12.941176470588236,31,6.0,30.58823529411765,13.6,0.0,-0.01953125,-0.00390625,0.445,0.44,3.125,1.5625,3.125,-2.34375
676.25,54,4.75,12.941176470588236,31,5.0,30.58823529411765,13.6,0.0,-0.00390625,-0.01171875,0.44,0.445,3.125,1.5625,3.125,-2.34375
676.75,54,4.75,12.941176470588236,31,6.0,30.58823529411765,13.6,0.0,-0.01171875,-0.01953125,0.44,0.445,3.125,1.5625,3.125,-2.34375
674.25,55,4.75,12.941176470588236,31,4.5,30.58823529411765,13.6,0.0,-0.0078125,-0.01953125,0.44,0.44,3.125,1.5625,3.125,-2.34375
663.25,55,4.5,12.941176470588236,31,7.5,30.19607843137255,13.6,0.0,-0.02734375,-0.02734375,0.44,0.44,3.125,1.5625,2.34375,-2.34375
658.5,55,4.5,12.941176470588236,32,6.5,30.58823529411765,13.6,0.0,-0.0078125,-0.01171875,0.44,0.44,3.125,1.5625,2.34375,-2.34375
661.5,55,4.5,12.941176470588236,32,6.0,30.58823529411765,13.6,0.0,0.00390625,0.00390625,0.445,0.44,3.125,1.5625,3.125,-2.34375
670.0,55,4.75,12.941176470588236,31,5.0,30.980392156862745,13.6,0.0,0.0078125,0.015625,0.44,0.445,3.90625,1.5625,3.90625,-2.34375
664.0,55,4.75,12.941176470588236,31,5.0,31.372549019607842,13.6,0.0,0.0,-0.0078125,0.44,0.445,3.90625,1.5625,3.90625,-2.34375
674.25,55,4.75,12.941176470588236,32,5.0,30.980392156862745,13.6,0.0,-0.015625,-0.015625,0.44,0.44,3.90625,1.5625,3.90625,-2.34375
671.75,55,4.5,12.941176470588236,32,5.0,30.58823529411765,13.6,0.0,-0.00390625,-0.01953125,0.44,0.445,3.90625,1.5625,3.125,-2.34375
662.0,55,4.5,12.941176470588236,32,6.0,30.19607843137255,13.6,0.0,-0.02734375,-0.01953125,0.44,0.445,3.125,1.5625,3.125,-2.34375
664.5,56,4.5,12.941176470588236,32,6.0,30.19607843137255,13.6,0.0,-0.03125,-0.02734375,0.44,0.445,3.125,1.5625,2.34375,-2.34375
662.75,56,4.5,12.941176470588236,32,6.0,30.58823529411765,13.6,0.0,0.0078125,-0.0078125,0.44,0.445,3.125,1.5625,2.34375,-2.34375
668.25,56,4.5,12.941176470588236,32,6.0,30.58823529411765,13.6,0.0,-0.0078125,-0.00390625,0.445,0.44,3.125,1.5625,3.125,-2.34375
671.75,56,4.5,12.941176470588236,32,6.0,30.58823529411765,13.6,0.0,-0.0078125,-0.00390625,0.44,0.445,3.90625,1.5625,3.125,-2.34375
665.25,56,4.5,12.941176470588236,32,6.5,30.58823529411765,13.6,0.0,-0.00390625,0.00390625,0.445,0.44,3.90625,1.5625,3.125,-2.34375
666.5,56,4.5,12.941176470588236,32,5.0,30.19607843137255,13.6,0.0,-0.0078125,0.0,0.44,0.44,3.90625,1.5625,3.125,-2.34375
664.5,56,4.5,12.941176470588236,32,6.0,30.58823529411765,13.6,0.0,-0.01171875,-0.0234375,0.44,0.44,3.90625,1.5625,3.125,-2.34375
666.5,56,4.5,12.941176470588236,32,6.0,30.58823529411765,13.6,0.0,0.0,0.00390625,0.445,0.445,3.90625,1.5625,3.125,-2.34375
671.75,56,4.5,12.941176470588236,32,6.0,30.19607843137255,13.6,0.0,-0.00390625,-0.01953125,0.44,0.44,3.90625,1.5625,3.125,-2.34375
659.0,57,4.5,12.941176470588236,32,5.0,30.58823529411765,13.6,0.0,-0.01953125,-0.0078125,0.44,0.44,3.90625,1.5625,3.125,-2.34375
660.25,57,4.5,12.941176470588236,32,6.5,29.80392156862745,13.6,0.0,-0.0234375,-0.015625,0.44,0.445,3.90625,1.5625,3.125,-2.34375
